race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,tunein_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,margin_of_victory,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,satellite_radio_broadcaster,master_race_id,inspection_complete,playoff_round,is_qualifying_race,qualifying_race_no,qualifying_race_id,has_qualifying,winner_driver_id,pole_winner_laptime,short_name
5228,3,2022,Toyota 200,1,FALSE,45,World Wide Technology Raceway,2022-06-04T13:30:00,2022-06-04T13:30:00,2022-06-04T12:30:00,2022-06-04T13:30:00,200,206.25,160,165,35,35,95,36,4387,138.232,11,9,11,54,86.397,2:23:14,Under Caution,0,"Corey Heim won the Toyota 200 at World Wide Technology Raceway, his second NASCAR Camping World Truck Series victory. Prior to the start of the race the following trucks dropped to the rear of the field under penalty for the reason indicated: #1, #12, #33 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,4376,TRUE,0,FALSE,0,-1,FALSE,4387,NA,Gateway
5229,3,2022,DoorDash 250,1,FALSE,99,Sonoma Raceway,2022-06-11T19:30:00,2022-06-11T16:30:00,2022-06-11T00:00:00,2022-06-11T19:30:00,149.25,149.25,75,75,20,25,30,36,4326,91.135,10,5,6,17,68.612,2:10:31,1.176,0,"Kyle Busch has won the DoorDash 250 at Sonoma Raceway, his 62nd career victory in the NASCAR Camping World Truck Series . Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 42, 46 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,5229,TRUE,0,FALSE,0,-1,FALSE,454,NA,Sonoma
5230,3,2022,Clean Harbors 150,1,FALSE,215,Knoxville Raceway,2022-06-18T21:00:00,2022-06-18T20:00:00,2022-06-18T20:00:00,2022-06-18T21:00:00,75,75,150,150,40,50,60,36,4297,0,6,4,9,45,34.061,2:12:07,0.945,0,"Todd Gilliland won the Clean Harbors 150 at Knoxville Raceway, his 3rd NASCAR Camping World Truck Series victory. Prior to the start of the race the following cars dropped to the rear of the field under penalty for the reasons indicated: #12, 24 (missed driver intros).",0,MRN,FS1,SIRIUSXM,5134,TRUE,0,FALSE,0,-1,FALSE,4231,NA,Knoxville
5231,3,2022,Rackley Roofing 200,1,FALSE,52,Nashville Superspeedway,2022-06-24T20:00:00,2022-06-24T19:00:00,2022-06-24T00:00:00,2022-06-24T20:00:00,200,199.5,150,150,45,50,55,36,4070,160.925,7,4,8,43,102.717,1:56:32,0.507,0,"Ryan Preece won the Rackley Roofing 200 at Nashville Superspeedway, his second career NASCAR Camping World Truck Series victory. Prior to the start of the race the following vehicle(s) dropped to the rear under the following penalty: No. 22 (unapproved adjustments), No. 15 (multiple inspection failures). ",0,MRN,FS1,SIRIUSXM,5134,TRUE,0,FALSE,0,-1,FALSE,4070,NA,Nashville
5232,3,2022,O'Reilly Auto Parts 150 at Mid-Ohio,1,FALSE,72,Mid-Ohio Sports Car Course,2022-07-09T13:30:00,2022-07-09T13:30:00,2022-07-09T13:30:00,2022-07-09T13:30:00,151,160.8,67,67,20,20,27,36,4387,69.181,5,3,7,15,65.116,2:19:24,0.119,0,"Parker Kligerman has won the O'Reilly Auto Parts 150 at Mid-Ohio Sports Car Course, his 3rd career victory in the NASCAR Camping World Truck Series Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: Nos. 44, 22, 19 – Unapproved adjustments",0,MRN,FS1,SIRIUSXM,5232,TRUE,0,FALSE,0,-1,FALSE,3914,NA,Mid-Ohio
5233,3,2022,CRC Brakleen 150,1,FALSE,198,Pocono Raceway,2022-07-23T12:00:00,2022-07-23T12:00:00,2022-07-22T00:00:00,2022-07-23T12:00:00,150,150,60,60,15,15,30,36,0,0,5,3,5,20,111.593,1:20:39,0.262,0,"Chandler Smith has won the CRC Brakleen 150 at Pocono Raceway, his fourth career victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: No. 33 (Unapproved adjustments). ",0,MRN,FOX,SIRIUSXM,3822,TRUE,0,FALSE,0,-1,FALSE,4312,NA,Pocono
5234,3,2022,TSport 200,1,FALSE,47,Lucas Oil Indianapolis Raceway Park,2022-07-29T21:00:00,2022-07-29T21:00:00,2022-07-29T21:00:00,2022-07-29T21:00:00,137,142.002,200,207,60,60,87,36,4092,111.188,12,6,10,78,69.961,2:01:47,0.477,0,"Grant Enfinger won the Inaugural TSport 200 at Lucas Oil Indianapolis Raceway Park, his seventh victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following cars dropped to the rear of the field under penalty for the reasons indicated: Nos. 33, 30 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,5234,TRUE,1,FALSE,0,-1,FALSE,3978,NA,IRP
5235,3,2022,Worldwide Express 250 for Carrier Appreciation,1,TRUE,26,Richmond Raceway,2022-08-13T20:00:00,2022-08-13T20:00:00,2022-08-13T20:00:00,2022-08-13T20:00:00,187.5,187.5,250,250,70,70,110,36,4235,119.58,4,3,3,25,96.209,1:56:56,2.790,0,"Chandler Smith has won the Worldwide Express 250 for Carrier Appreciation at Richmond Raceway, his 5th career victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty for the reason(s) indicated: No. 43 – Driver change",0,MRN,FS1,SIRIUSXM,5004,TRUE,1,FALSE,0,-1,FALSE,4312,NA,Richmond
5236,3,2022,Kansas Lottery 200,1,FALSE,41,Kansas Speedway,2022-09-09T19:30:00,2022-09-09T18:30:00,2022-09-09T18:30:00,2022-09-09T19:30:00,201,201,134,134,30,30,74,36,4092,175.444,11,6,4,25,118.023,1:42:11,1.815,0,"John Hunter Nemechek won the Kansas Lottery 200, his 13th career NASCAR Camping World Truck Series victory. Prior to the start of the race the following trucks dropped to the rear of the field for the reasons indicated: No. 22, 33, 43 and 46 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,3055,TRUE,1,FALSE,0,-1,FALSE,4092,NA,Kansas
5237,3,2022,UNOH 200 presented by Ohio Logistics,1,FALSE,14,Bristol Motor Speedway,2022-09-15T21:00:00,2022-09-15T21:00:00,2022-09-15T21:00:00,2022-09-15T21:00:00,106.6,106.6,200,200,55,55,90,36,4297,125.609,3,4,6,49,74.705,1:25:37,1.152,0,"Ty Majeski has won the UNOH 200 presented by Ohio Logistics at Bristol Motor Speedway, his first career victory in the NASCAR Camping World Truck Series. Prior to the start of the race, the following vehicle(s) dropped to the rear of the field under penalty: Nos. 9, 33, 38, 43 (Unapproved Adjustments) and No. 4 (Backup Truck).",0,MRN,FS1,SIRIUSXM,3105,TRUE,2,FALSE,0,-1,FALSE,4235,NA,Bristol
5238,3,2022,Chevy Silverado 250,1,TRUE,82,Talladega Superspeedway,2022-10-01T12:30:00,2022-10-01T11:30:00,2022-09-30T00:00:00,2022-10-01T12:30:00,250,252.7,100,95,20,20,55,36,4092,178.767,26,12,9,36,114.286,2:12:40,Caution,0,"Matt Dibenedetto won the Chevy Silverado 250 at Talladega Superspeedway, his first NASCAR Camping World Truck Series victory. Prior to the start of the race the following truck dropped to the rear of the field under penalty for the reason indicated: #30 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,3198,TRUE,2,FALSE,0,-1,FALSE,3916,NA,Talladega
5239,3,2022,Baptist Health 200,1,FALSE,40,Homestead-Miami Speedway,2022-10-22T13:00:00,2022-10-22T13:00:00,2022-10-21T00:00:00,2022-10-22T13:00:00,201,201,134,134,30,30,74,36,0,0,8,5,2,10,133.137,1:30:35,4.524,0,"Ty Majeski won the Baptist Health 200 at Homestead-Miami Speedway, his second career NASCAR Camping World Truck Series victory. Prior to the start of the race, the following trucks dropped to the rear of the field for the reason indicated: No. 17, 33 and 45 (unapproved adjustments).",0,MRN,FS1,SIRIUSXM,5239,TRUE,2,FALSE,0,-1,FALSE,4235,NA,Homestead
5240,3,2022,Lucas Oil 150,1,FALSE,84,Phoenix Raceway,2022-11-04T22:00:00,2022-11-04T22:00:00,1900-01-01T00:00:00,2022-11-04T22:00:00,150,150,150,150,45,45,60,36,0,0,0,0,0,0,0,,,0,,0,MRN,FS1,SIRIUSXM,2898,FALSE,3,FALSE,0,-1,FALSE,NA,NA,Phoenix
