race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4757,3,2018,"NASCAR Camping World Truck Series Race at Eldora",1,FALSE,208,Eldora Speedway,2018-07-18T21:00:00,2018-07-18T21:00:00,0001-01-01T00:00:00,75,75,150,150,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,4363,Eldora
4758,3,2018,Pocono Mountains 150,1,FALSE,198,Pocono Raceway,2018-07-28T13:00:00,2018-07-28T21:00:00,0001-01-01T00:00:00,125,125,50,50,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3822,Pocono
4759,3,2018,LTi Printing 200,1,FALSE,133,Michigan International Speedway,2018-08-11T13:00:00,2018-08-11T13:00:00,0001-01-01T00:00:00,200,200,100,100,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3010,Michigan
4760,3,2018,UNOH 200,1,FALSE,14,Bristol Motor Speedway,2018-08-15T20:30:00,2018-08-15T20:30:00,0001-01-01T00:00:00,106.6,106.6,200,200,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3105,Bristol
4761,3,2018,Chevrolet Silverado 250,1,FALSE,209,Canadian Tire Motorsport Park,2018-08-26T14:30:00,2018-08-26T14:30:00,0001-01-01T00:00:00,157.38,157.38,64,64,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,4252,Canadian Tire
4762,3,2018,Chicagoland 225,1,FALSE,39,Chicagoland Speedway,2018-06-29T21:00:00,2018-06-29T21:00:00,0001-01-01T00:00:00,225,225,150,150,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3714,Chicagoland
4763,3,2018,Camping World Truck Series Race at Las Vegas,1,FALSE,42,Las Vegas Motor Speedway,2018-03-02T21:00:00,2018-03-02T21:00:00,0001-01-01T00:00:00,200,200,134,134,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,4103,Las Vegas
4764,3,2018,"NASCAR Camping World Truck Series Race at Las Vegas",1,FALSE,42,Las Vegas Motor Speedway,2018-09-14T21:00:00,2018-09-14T21:00:00,0001-01-01T00:00:00,200,200,134,134,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,2941,Las Vegas
4765,3,2018,fred's 250 Powered by Coca-Cola,1,TRUE,82,Talladega Superspeedway,2018-10-13T13:00:00,2018-10-13T13:00:00,0001-01-01T00:00:00,250.04,250.04,94,94,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3198,Talladega
4766,3,2018,Alpha Energy Solutions 200,1,FALSE,22,Martinsville Speedway,2018-10-27T13:00:00,2018-10-27T13:00:00,0001-01-01T00:00:00,105.2,105.2,200,200,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3112,Martinsville
4767,3,2018,Longhorn 350,1,FALSE,43,Texas Motor Speedway,2018-11-02T20:30:00,2018-11-02T20:30:00,0001-01-01T00:00:00,220.5,220.5,147,147,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3018,Texas
4768,3,2018,Lucas Oil 150,1,FALSE,84,ISM Raceway,2018-11-09T20:30:00,2018-11-09T20:30:00,0001-01-01T00:00:00,150,150,150,150,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,2898,Phoenix
4769,3,2018,Ford EcoBoost 200,1,FALSE,40,Homestead-Miami Speedway,2018-11-16T20:00:00,2018-11-16T20:00:00,0001-01-01T00:00:00,201,201,134,134,0,0,0,32,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,2918,Homestead
