race_id,series_id,race_season,race_name,race_type_id,restrictor_plate,track_id,track_name,date_scheduled,race_date,qualifying_date,scheduled_distance,actual_distance,scheduled_laps,actual_laps,stage_1_laps,stage_2_laps,stage_3_laps,number_of_cars_in_field,pole_winner_driver_id,pole_winner_speed,pole_winner_laptime,number_of_lead_changes,number_of_leaders,number_of_cautions,number_of_caution_laps,average_speed,total_race_time,race_purse,race_comments,attendance,radio_broadcaster,television_broadcaster,master_race_id,short_name
4727,2,2018,American Ethanol E15 250 presented by Enogen,1,FALSE,206,Iowa Speedway,2018-06-17T17:00:00,2018-06-17T17:00:00,0001-01-01T00:00:00,218.75,218.75,250,250,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,FS1,3961,Iowa
4728,2,2018,Subway Firecracker 250 Powered by Coca-Cola,1,TRUE,105,Daytona International Speedway,2018-07-06T19:30:00,2018-07-06T19:30:00,0001-01-01T00:00:00,250,250,100,100,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2744,Daytona
4729,2,2018,Alsco 300,1,FALSE,61,Kentucky Speedway,2018-07-13T20:00:00,2018-07-13T20:00:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBCSN,2709,Kentucky
4730,2,2018,Lakes Region 200,1,FALSE,138,New Hampshire Motor Speedway,2018-07-21T16:00:00,2018-07-21T16:00:00,0001-01-01T00:00:00,211.6,211.6,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBCSN,2395,New Hampshire
4731,2,2018,Lilly Diabetes 250,1,FALSE,123,Indianapolis Motor Speedway,2018-09-08T16:00:00,2018-09-08T16:00:00,0001-01-01T00:00:00,250,250,100,100,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,IMS,NBCSN,4074,Indy
4732,2,2018,US Cellular 250,1,FALSE,206,Iowa Speedway,2018-07-28T15:30:00,2018-07-28T15:30:00,0001-01-01T00:00:00,218.75,218.75,250,250,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,3713,Iowa
4733,2,2018,Zippo 200 at The Glen,1,FALSE,157,Watkins Glen International,2018-08-04T15:30:00,2018-08-04T15:30:00,0001-01-01T00:00:00,200.9,200.9,82,82,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBC,2530,Watkins-Glen
4734,2,2018,Mid-Ohio Challenge,1,FALSE,72,Mid-Ohio Sports Car Course,2018-08-11T15:00:00,2018-08-11T15:00:00,0001-01-01T00:00:00,169.35,169.35,75,75,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,4229,Mid-Ohio
4735,2,2018,Food City 300,1,FALSE,14,Bristol Motor Speedway,2018-08-17T19:30:00,2018-08-17T19:30:00,0001-01-01T00:00:00,159.9,159.9,300,300,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBCSN,2153,Bristol
4736,2,2018,Johnsonville 180,1,FALSE,34,Road America,2018-08-25T15:00:00,2018-08-25T15:00:00,0001-01-01T00:00:00,182.16,182.16,45,45,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,3793,Road America
4737,2,2018,Sport Clips Haircuts VFW 200,1,FALSE,4,Darlington Raceway,2018-09-01T15:30:00,2018-09-01T15:30:00,0001-01-01T00:00:00,200.8,200.8,147,147,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBC,2200,Darlington
4738,2,2018,Virginia529 College Savings 250,1,FALSE,26,Richmond Raceway,2018-09-21T19:30:00,2018-09-21T19:30:00,0001-01-01T00:00:00,187.5,187.5,250,250,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2332,Richmond
4739,2,2018,Chicagoland 300,1,FALSE,39,Chicagoland Speedway,2018-06-30T15:30:00,2018-06-30T15:30:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2712,Chicagoland
4740,2,2018,"NASCAR XFINITY Series Race at Las Vegas",1,FALSE,42,Las Vegas Motor Speedway,2018-09-15T17:00:00,2018-09-15T17:00:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBCSN,4082,Las Vegas
4741,2,2018,Drive Sober 200 Presented by the DE Office of Highway Safety,1,FALSE,103,Dover International Speedway,2018-10-06T15:00:00,2018-10-06T15:00:00,0001-01-01T00:00:00,200,200,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2275,Dover
4742,2,2018,Drive for the Cure 300 presented by Blue Cross Blue Shield of North Carolina,1,FALSE,162,Charlotte Motor Speedway,2018-09-29T15:00:00,2018-09-29T15:00:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBCSN,2157,Charlotte
4743,2,2018,Kansas Lottery 300,1,FALSE,41,Kansas Speedway,2018-10-20T14:30:00,2018-10-20T14:30:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2721,Kansas
4744,2,2018,O'Reilly Auto Parts 300,1,FALSE,43,Texas Motor Speedway,2018-11-03T15:30:00,2018-11-03T15:30:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,PRN,NBC,3794,Texas
4745,2,2018,Ticket Galaxy 200,1,FALSE,84,ISM Raceway,2018-11-10T15:30:00,2018-11-10T15:30:00,0001-01-01T00:00:00,200,200,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBC,2860,Phoenix
4746,2,2018,Ford EcoBoost 300,1,FALSE,40,Homestead-Miami Speedway,2018-11-17T15:30:00,2018-11-17T15:30:00,0001-01-01T00:00:00,300,300,200,200,0,0,0,40,0,0,NA,0,0,0,0,0,NA,0,NA,0,MRN,NBCSN,2861,Homestead
