vehicle_number,driver_name,vehicle_manufacturer,leader_lap,lap_count,pit_in_flag_status,pit_out_flag_status,pit_in_race_time,pit_out_race_time,total_duration,box_stop_race_time,box_leave_race_time,pit_stop_duration,in_travel_duration,out_travel_duration,pit_stop_type,left_front_tire_changed,left_rear_tire_changed,right_front_tire_changed,right_rear_tire_changed,previous_lap_time,next_lap_time,pit_in_rank,pit_out_rank,positions_gained_lost,race_id
19,Brandon Jones,Toyota,76,75,1,1,4928.994,4956.2,27.206,4934.3481,4938.8857,4.5375,5.3541,17.3142,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,14,14,0,5184
98,Riley Herbst,Ford,32,32,2,2,2178.0079,2208.021,30.013,2186.1561,2193.2631,7.1069,8.1481,14.7578,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,3,12,-9,5184
98,Riley Herbst,Ford,62,62,2,2,4051.548,4089.99,38.442,4059.6219,4075.3038,15.6819,8.0739,14.6861,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,10,18,-8,5184
98,Riley Herbst,Ford,76,75,1,1,4930.326,4957.022,26.6959,4939.5531,4942.5226,2.9695,9.2271,14.4993,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,20,15,5,5184
16,AJ Allmendinger,Chevrolet,15,14,2,2,813.276,843.604,30.328,830.4141,837.4879,7.0737,17.1381,6.116,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,22,21,1,5184
16,AJ Allmendinger,Chevrolet,32,32,2,2,2177.722,2217.517,39.7949,2194.4643,2211.9815,17.5172,16.7423,5.5354,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,2,21,-19,5184
16,AJ Allmendinger,Chevrolet,62,62,2,2,4049.602,4080.487,30.885,4066.7955,4074.9701,8.1746,17.1935,5.5168,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,4,8,-4,5184
16,AJ Allmendinger,Chevrolet,74,73,1,1,4831.031,4857.657,26.626,4848.3603,4851.9972,3.6369,17.3293,5.6597,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,31,1,5184
18,Drew Dollar,Toyota,14,13,2,2,727.837,0,0,751.0007,766.0007,15,23.1637,0,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,33,33,0,5184
68,Brandon Brown,Chevrolet,15,14,2,2,810.506,853.398,42.892,816.4004,837.3211,20.9206,5.8944,16.0768,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,16,24,-8,5184
68,Brandon Brown,Chevrolet,32,32,2,2,2179.686,2206.007,26.3209,2185.9893,2189.6262,3.6369,6.3033,16.3807,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,8,11,-3,5184
68,Brandon Brown,Chevrolet,62,62,2,2,4050.265,4088.416,38.151,4056.1518,4072.2674,16.1156,5.8868,16.1485,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,16,-10,5184
68,Brandon Brown,Chevrolet,76,75,1,1,4930.177,4957.951,27.774,4937.7847,4941.9221,4.1373,7.6077,16.0288,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,19,17,2,5184
9,Noah Gragson,Chevrolet,14,14,2,2,803.595,855.648,52.053,823.2739,852.336,29.0621,19.6789,3.3119,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,25,-22,5184
9,Noah Gragson,Chevrolet,32,32,2,2,2178.551,2208.4989,29.9479,2197.8343,2205.0413,7.207,19.2833,3.4576,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5,13,-8,5184
9,Noah Gragson,Chevrolet,62,62,2,2,4052.787,4084.301,31.514,4073.0015,4080.876,7.8745,20.2145,3.4249,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,15,11,4,5184
9,Noah Gragson,Chevrolet,75,74,1,1,4878.682,4905.104,26.422,4897.6438,4901.848,4.2041,18.9618,3.2559,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,24,26,-2,5184
54,Ty Gibbs,Toyota,32,32,2,2,2178.993,2215.347,36.354,2193.9638,2207.377,13.4131,14.9708,7.9699,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,6,18,-12,5184
54,Ty Gibbs,Toyota,62,62,2,2,4050.668,4082.588,31.92,4065.928,4074.7247,8.7967,15.26,7.8632,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,7,10,-3,5184
54,Ty Gibbs,Toyota,76,75,1,1,4928.829,4955.933,27.104,4944.2911,4947.8612,3.5701,15.4621,8.0717,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,13,13,0,5184
23,Anthony Alfredo,Chevrolet,5,4,1,1,249.962,370.762,120.8,262.8359,360.2272,97.3913,12.8739,10.5347,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,38,38,0,5184
23,Anthony Alfredo,Chevrolet,17,14,2,2,1070.605,1105.2829,34.6779,1084.1726,1094.4827,10.31,13.5676,10.8002,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,35,34,1,5184
23,Anthony Alfredo,Chevrolet,61,59,2,2,3807.099,3835.433,28.3339,3820.1112,3824.2486,4.1373,13.0122,11.1843,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,35,35,0,5184
23,Anthony Alfredo,Chevrolet,63,62,2,2,4179.759,4221.066,41.3069,4192.791,4210.2415,17.4504,13.032,10.8244,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,35,35,0,5184
23,Anthony Alfredo,Chevrolet,76,74,1,1,4932.5,4967.652,35.152,4944.9588,4956.8742,11.9153,12.4588,10.7777,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,34,34,0,5184
23,Anthony Alfredo,Chevrolet,88,86,2,2,5769.786,5801.434,31.648,5782.139,5790.5474,8.4084,12.353,10.8865,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,33,0,5184
23,Anthony Alfredo,Chevrolet,95,94,2,2,6564.8909,6606.604,41.713,6577.3774,6595.7622,18.3847,12.4864,10.8417,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,26,25,1,5184
7,Justin Allgaier,Chevrolet,14,14,2,2,809.189,845.64,36.451,827.8449,841.1582,13.3133,18.6559,4.4817,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,12,22,-10,5184
7,Justin Allgaier,Chevrolet,32,32,2,2,2179.292,2218.946,39.6539,2197.6674,2214.6508,16.9833,18.3754,4.2951,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,7,22,-15,5184
7,Justin Allgaier,Chevrolet,62,62,2,2,4049.995,4090.18,40.1849,4068.5305,4085.9477,17.4172,18.5355,4.2322,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,19,-14,5184
7,Justin Allgaier,Chevrolet,64,64,2,2,4310.009,4340.002,29.993,4329.43,4335.9363,6.5062,19.421,4.0657,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,14,31,-17,5184
7,Justin Allgaier,Chevrolet,76,75,1,1,4930.716,4958.983,28.2669,4950.6974,4954.6012,3.9038,19.9814,4.3817,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,21,19,2,5184
5,Matt Mills,Chevrolet,17,16,2,2,1069.3989,1106.614,37.215,1078.5338,1090.9126,12.3787,9.1348,15.7013,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,19,27,-8,5184
5,Matt Mills,Chevrolet,33,33,2,2,2310.093,2363.0369,52.9439,2318.0564,2347.3515,29.295,7.9634,15.6854,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,11,32,-21,5184
5,Matt Mills,Chevrolet,63,63,2,2,4179.365,4228.021,48.6559,4187.7861,4211.9432,24.157,8.4211,16.0777,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,8,30,-22,5184
5,Matt Mills,Chevrolet,65,64,2,2,4319.262,4351.378,32.1159,4328.0963,4335.4034,7.307,8.8343,15.9745,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,30,33,-3,5184
5,Matt Mills,Chevrolet,81,80,1,1,5174.987,5205.627,30.64,5183.4009,5190.2409,6.84,8.4139,15.386,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,6,7,-1,5184
5,Matt Mills,Chevrolet,87,86,2,2,5644.0469,5679.999,35.952,5652.8757,5663.9868,11.1111,8.8287,16.0121,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,28,1,5184
39,Ryan Sieg,Ford,32,32,2,2,2180.02,2215.718,35.6979,2190.6605,2203.6733,13.0127,10.6405,12.0446,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,9,20,-11,5184
39,Ryan Sieg,Ford,62,62,2,2,4048.882,4087.42,38.538,4059.9555,4075.5707,15.6152,11.0735,11.8492,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,2,15,-13,5184
39,Ryan Sieg,Ford,76,75,1,1,4929.285,4957.501,28.216,4940.7876,4945.6591,4.8714,11.5026,11.8418,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,15,16,-1,5184
24,Jeffrey Earnhardt,Toyota,14,14,2,2,808.952,1197.684,388.7319,823.3921,1186.4964,363.1043,14.4401,11.1875,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,11,26,-15,5184
24,Jeffrey Earnhardt,Toyota,34,32,2,2,2322.251,2376.081,53.8299,2336.9758,2365.6369,28.661,14.7248,10.444,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,34,34,0,5184
24,Jeffrey Earnhardt,Toyota,64,63,2,2,4193.277,4267.992,74.715,4208.6733,4256.854,48.1807,15.3963,11.1379,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,34,-1,5184
24,Jeffrey Earnhardt,Toyota,76,75,1,1,4931.1899,4963.724,32.534,4945.0585,4953.9339,8.8754,13.8685,9.79,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,24,25,-1,5184
24,Jeffrey Earnhardt,Toyota,87,86,2,2,5644.9799,5694.996,50.016,5659.0485,5684.5072,25.4587,14.0685,10.4887,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,31,30,1,5184
24,Jeffrey Earnhardt,Toyota,88,87,2,2,5776.1319,5815.649,39.517,5791.2481,5805.2951,14.047,15.1161,10.3538,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,31,31,0,5184
24,Jeffrey Earnhardt,Toyota,89,88,2,2,5901.437,5937.955,36.518,5915.7397,5927.4847,11.745,14.3027,10.4702,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,32,0,5184
24,Jeffrey Earnhardt,Toyota,95,94,2,2,6539.291,6591.488,52.197,6554.2874,6579.9456,25.6581,14.9964,11.5423,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,24,0,5184
66,JJ Yeley,Chevrolet,16,16,2,2,1066.421,1118.388,51.9669,1076.7654,1104.1922,27.4267,10.3444,14.1957,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,13,32,-19,5184
66,JJ Yeley,Chevrolet,33,33,2,2,2309.166,2343.501,34.335,2319.7914,2328.5333,8.7418,10.6254,14.9676,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,8,26,-18,5184
66,JJ Yeley,Chevrolet,63,63,2,2,4178.9,4233.036,54.136,4189.0206,4219.2504,30.2297,10.1206,13.7855,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,6,31,-25,5184
66,JJ Yeley,Chevrolet,77,76,1,1,4978.638,5008.491,29.853,4988.5683,4995.0413,6.4729,9.9303,13.4496,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,12,11,1,5184
66,JJ Yeley,Chevrolet,87,86,2,2,5639.17,5688.727,49.5569,5650.5401,5674.0969,23.5568,11.3701,14.63,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,22,29,-7,5184
45,Caesar Bacarella,Chevrolet,11,10,1,1,564.388,0,0,577.0897,911.0957,334.0059,12.7017,0,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,37,38,-1,5184
92,Kyle Weatherman,Chevrolet,32,32,2,2,2183.5659,2220.771,37.205,2195.7656,2210.0129,14.2473,12.1996,10.758,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,18,23,-5,5184
92,Kyle Weatherman,Chevrolet,62,62,2,2,4054.24,4106.2209,51.9809,4066.4618,4091.2862,24.8243,12.2218,14.9347,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,19,29,-10,5184
92,Kyle Weatherman,Chevrolet,76,75,1,1,4929.5649,4960.599,31.034,4942.1223,4948.8956,6.7733,12.5573,11.7033,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,16,21,-5,5184
92,Kyle Weatherman,Chevrolet,87,86,2,2,5640.798,5670.992,30.194,5653.6765,5659.7827,6.1061,12.8785,11.2092,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,25,24,1,5184
78,Josh Williams,Chevrolet,17,16,2,2,1068.959,1108.505,39.546,1078.4998,1095.3346,16.8347,9.5408,13.1703,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,18,29,-11,5184
78,Josh Williams,Chevrolet,33,33,2,2,2309.476,2353.982,44.5059,2320.0917,2340.7785,20.6867,10.6157,13.2034,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,10,29,-19,5184
78,Josh Williams,Chevrolet,62,62,2,2,4056.738,4102.005,45.267,4066.9957,4088.1165,21.1208,10.2577,13.8884,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,28,27,1,5184
78,Josh Williams,Chevrolet,81,80,1,1,5176.144,5204.762,28.6179,5185.6698,5191.2753,5.6054,9.5258,13.4866,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,7,6,1,5184
78,Josh Williams,Chevrolet,92,91,2,2,6180.504,6472.357,291.853,6193.9886,6454.5434,260.5548,13.4846,17.8135,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,27,29,-2,5184
78,Josh Williams,Chevrolet,95,92,2,2,6580.957,6629.316,48.3589,6593.4265,6611.2107,17.7842,12.4695,18.1052,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,29,29,0,5184
4,Bayley Currey,Chevrolet,33,33,2,2,2306.782,2416.105,109.3229,2323.128,2408.9785,85.8505,16.346,7.1264,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,3,33,-30,5184
4,Bayley Currey,Chevrolet,63,63,2,2,4178.425,4219.333,40.9079,4194.3592,4212.6439,18.2846,15.9342,6.689,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,5,26,-21,5184
4,Bayley Currey,Chevrolet,86,86,2,2,5630.5069,5666.054,35.547,5646.7353,5659.1127,12.3773,16.2283,6.9412,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,3,23,-20,5184
38,CJ McLaughlin,Ford,33,33,2,2,2308.031,2352.781,44.75,2319.2242,2339.1436,19.9193,11.1932,13.6373,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,5,28,-23,5184
38,CJ McLaughlin,Ford,63,62,2,2,4058.702,4101.8,43.0979,4069.9996,4088.3177,18.3181,11.2976,13.4822,TWO_WHEEL_CHANGE_RIGHT,TRUE,TRUE,TRUE,TRUE,0,0,33,26,7,5184
38,CJ McLaughlin,Ford,86,86,2,2,5631.462,5662.49,31.0279,5641.6636,5649.0042,7.3406,10.2016,13.4857,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,6,21,-15,5184
27,Jeb Burton,Chevrolet,15,14,2,2,812.302,860.204,47.9019,819.107,845.0288,25.9217,6.805,15.1751,TWO_WHEEL_CHANGE_RIGHT,FALSE,FALSE,TRUE,TRUE,0,0,20,26,-6,5184
27,Jeb Burton,Chevrolet,17,16,2,2,1075.974,1111.025,35.051,1083.6731,1094.3836,10.7104,7.6991,16.6413,TWO_WHEEL_CHANGE_LEFT,TRUE,TRUE,FALSE,FALSE,0,0,27,31,-4,5184
27,Jeb Burton,Chevrolet,32,32,2,2,2185.201,2211.968,26.7669,2192.4289,2196.7999,4.3709,7.2279,15.168,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,25,17,8,5184
27,Jeb Burton,Chevrolet,62,62,2,2,4055.26,4098.973,43.7129,4062.4913,4083.8122,21.3209,7.2313,15.1607,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,24,25,-1,5184
27,Jeb Burton,Chevrolet,77,76,1,1,4978.12,5007.211,29.091,4985.3318,4992.0383,6.7065,7.2118,15.1726,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,10,10,0,5184
53,Joey Gase,Ford,17,16,2,2,1069.959,1125.4659,55.5069,1076.7654,1106.094,29.3286,6.8064,19.3719,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,20,33,-13,5184
53,Joey Gase,Ford,33,33,2,2,2307.449,2339.58,32.1309,2314.0859,2321.9268,7.8408,6.6369,17.6531,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,4,22,-18,5184
53,Joey Gase,Ford,63,62,2,2,4057.317,4110.2389,52.9219,4064.2273,4092.0546,27.8273,6.9103,18.1843,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,30,32,-2,5184
53,Joey Gase,Ford,64,63,2,2,4192.92,4236.351,43.4309,4199.7978,4218.8834,19.0855,6.8778,17.4675,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,32,32,0,5184
53,Joey Gase,Ford,76,75,1,1,4933.799,4962.887,29.0879,4940.4539,4945.926,5.472,6.6549,16.9609,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,25,24,1,5184
53,Joey Gase,Ford,87,86,2,2,5644.625,5674.985,30.3599,5651.3408,5657.1133,5.7724,6.7158,17.8716,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,30,25,5,5184
53,Joey Gase,Ford,93,91,2,2,6288.424,6344.117,55.693,6296.225,6323.9859,27.7608,7.801,20.131,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,29,28,1,5184
53,Joey Gase,Ford,95,93,2,2,6540.527,6590.466,49.939,6547.7811,6570.7031,22.922,7.2541,19.7628,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,28,27,1,5184
07,Joe Graf Jr.,Ford,12,11,1,1,597.72,652.72,55,619.6326,647.4929,27.8603,21.9126,5.227,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,36,36,0,5184
07,Joe Graf Jr.,Ford,17,16,2,2,1079.943,1108.207,28.264,1098.3875,1103.0587,4.6712,18.4445,5.1482,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,33,28,5,5184
07,Joe Graf Jr.,Ford,63,63,2,2,4177.183,4225.147,47.9639,4195.0265,4216.0139,20.9874,17.8435,9.133,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,1,29,-28,5184
07,Joe Graf Jr.,Ford,81,71,1,1,5212.764,5261.045,48.2809,5234.1827,5255.4368,21.254,21.4187,5.6081,FOUR_WHEEL_CHANGE,TRUE,TRUE,TRUE,TRUE,0,0,35,35,0,5184
34,Jesse Iwuji #,Chevrolet,15,14,2,2,817.289,851.56,34.2709,837.3888,846.7315,9.3426,20.0998,4.8284,OTHER,FALSE,FALSE,FALSE,FALSE,0,0,28,23,5,5184
